,Date,Startup Name,Industry,Sub-vertical,Location,Investors,Investment Type,Amount in USD,Website URL
2569,2015-09-23,InnerChef,Unknown,Food Delivery Platform,New Delhi,"phanindra sama, anupam mittal, vijay shekhar sharma, vishal gondal, sateesh andara & others",Private Equity,1750000.0,http://www.innerchef.com/
2570,2015-09-23,Credihealth,Unknown,Healthcare Consulting platform,Gurgaon,rajat malhotra,Seed Funding,2000000.0,http://www.credihealth.com/
2571,2015-09-23,Amigobulls,Unknown,Stock Market Portal,Bangalore,"sharad sharma, vijay anand, mohandas pai. pallav nadhani, singapore angels network & others",Seed Funding,2000000.0,http://amigobulls.com/
2572,2015-09-23,Juggernaut,Unknown,Digital & Physical Publishing platform,New Delhi,"william bissell, neeraj aggarwal, nandan nilekani",Private Equity,2250000.0,http://www.juggernaut.in/
2573,2015-09-22,VillFarm,Unknown,Sustainable Agri-inputs Firm,Bangalore,"unitus seed fund, rianta capital, r ramaraj, sunil edwards",Seed Funding,2000000.0,
2574,2015-09-22,Virtual Logic,Unknown,"virtual reality, 3d simulation and stereoscopic products",Bangalore,swarnim multiventures,Private Equity,800000.0,
2575,2015-09-22,Bestdealfinance,Unknown,Financial Services Portal,Mumbai,"kalaari capital, yournest angel fund",Private Equity,3000000.0,
2576,2015-09-22,The Man Company,Unknown,Content-based Subscription eCommerce platform,New Delhi,"karan bajwa, amanpreet bajaj, manish vij",Seed Funding,2000000.0,http://www.themancompany.com/
2577,2015-09-22,GameXS.in,Unknown,Pre-owned games Marketplace,New Delhi,lead angels,Seed Funding,2000000.0,http://www.GameXS.in
2578,2015-09-22,Furdo,Unknown,Online Interior Designing platform,Bangalore,bhavdeep reddy,Seed Funding,400000.0,http://www.furdo.com/
2579,2015-09-22,LogiNext,Unknown,End-to-end Logistics platform,Mumbai,paytm,Private Equity,10000000.0,http://www.loginextsolutions.com/
2580,2015-09-22,Korra,Unknown,Private Label Apparel sales,New Delhi,asha jadeja motwani & others,Seed Funding,300000.0,http://korra.in/
2581,2015-09-21,DishCo,Unknown,Food discovery & table booking app,Mumbai,"anand mahindra, uday punj, ashish hemrajani, sanjeev mehra",Seed Funding,2000000.0,
2582,2015-09-21,Portea Medical,Unknown,Home Medical Care Services,Bangalore,"accel partners, international finance corporation (ifc), qualcomm ventures, ventureast",Private Equity,37500000.0,http://www.portea.com/
2583,2015-09-21,Neotrade Analytics,Unknown,Real-Time stock data platform,Bangalore,rainmatter,Seed Funding,235000.0,
2584,2015-09-21,ConnectAbank,Unknown,Financial Products lead generation platform,Mumbai,prakhar bumb,Seed Funding,2000000.0,http://connectabank.com/
2585,2015-09-21,LafaLafa,Unknown,coupons and cashback aggregator app,Mumbai,500 startups,Seed Funding,125000.0,
2586,2015-09-19,DailyNinja,Unknown,Hyperlocal Delivery Platform,Bangalore,"aprameya radhakrishna, naman sarawagi, afsal salu,",Seed Funding,2000000.0,http://www.dailyninja.in/
2587,2015-09-18,LabStreet,Unknown,Diagnostic Labs aggregator platform,Gurgaon,multiple investors,Seed Funding,150000.0,
2588,2015-09-18,CureJoy,Unknown,Online Health & Wellness platform,Bangalore,"accel partners, subrata mitra, larry braitman, venk krishna",Private Equity,1150000.0,http://www.curejoy.com/
2590,2015-09-18,Plabro,Unknown,Real Estate Broker Platform App,New Delhi,"sachin bansal & binny bansal, sol primero, outbox ventures, sangram singh",Seed Funding,350000.0,
2591,2015-09-17,YepMe,Unknown,Private label Fashion eTailer,Gurgaon,"khazanah nasional berhad, helion venture partners",Private Equity,75000000.0,http://www.yepme.com/
2592,2015-09-17,Paintcollar,Unknown,Designer Merchandize Marketplace,Mumbai,applyifi,Seed Funding,2000000.0,http://paintcollar.com/
2593,2015-09-17,Bueno,Unknown,Online Food ordering & delivery,Gurgaon,high networth individuals (no details),Seed Funding,600000.0,http://bueno.kitchen/
2594,2015-09-17,UniLog,Unknown,ECommerce Data Analytics Platform,Bangalore,kalaari capital,Private Equity,2000000.0,http://www.unilogcorp.com/
2595,2015-09-16,XSTOK,Unknown,B2B Mobile Auction Marketplace,Mumbai,oliphans capital,Seed Funding,450000.0,http://www.xstok.com/
2596,2015-09-16,WedmeGood.com,Unknown,Wedding Planning Platform,Gurgaon,indian angel network,Seed Funding,410000.0,https://www.wedmegood.com/
2597,2015-09-16,ChaiPoint,Unknown,Food Subscription platform,Bangalore,eight roads ventures,Private Equity,10000000.0,http://chaipoint.com/
2598,2015-09-15,FYNE,Unknown,Home Fitting & Fixtures Marketplace,Bangalore,sandeep dama & others,Seed Funding,2000000.0,http://www.fyne.in/
2599,2015-09-15,Room on Call,Unknown,Branded Budget Hotel Marketplace,Noida,payal syal,Seed Funding,300000.0,https://www.roomoncall.in/
2600,2015-09-15,Tea Trails,Unknown,Chain of Tea Café’s,Mumbai,"anil matai, vikram tandon, shyam sundar r & others",Seed Funding,1000000.0,http://www.teatrailsindia.com/
2601,2015-09-15,Mubble,Unknown,Prepaid Mobile Bill Manager App,Bangalore,nandan nilekani,Seed Funding,2000000.0,http://www.mubble.in/
2602,2015-09-15,MoEngage,Unknown,Mobile Marketing Automation Platform,Bangalore,"helion venture partners, exfinity ventures",Private Equity,4250000.0,http://www.moengage.com/
2603,2015-09-15,Coverfox,Unknown,Online Insurance Distribution Platform,Mumbai,cataraman ventures,Private Equity,2000000.0,http://www.coverfox.com/
2604,2015-09-14,Ola Cabs,Unknown,Cab rental Mobile app,Bangalore,"falcon edge capital, ny based hedge fund, tiger global, softbank",Private Equity,225000000.0,https://www.olacabs.com/
2605,2015-09-14,Shadowfax,Unknown,Hyperlocal Delivery Services,Gurgaon,eight roads ventures,Private Equity,9000000.0,http://shadowfax.in/
2606,2015-09-14,UE Life Sciences,Unknown,Early Cancer Detection Solutions,US/India,"aarin capital, unitus seed fund",Private Equity,3000000.0,http://www.uelifesciences.com/
2607,2015-09-14,CanvasFlip,Unknown,Mobile App testing platform,Hyderabad,bessemer venture partners,Seed Funding,1200000.0,http://canvasflip.com/index.php
2608,2015-09-12,YatraGenie,Unknown,Online Bus & Cab ticketing platform,Hyderabad,ash bhardwaj,Private Equity,2000000.0,
2609,2015-09-12,CredR,Unknown,Used Vehicles Marketplace,Mumbai,eight road ventures,Private Equity,15000000.0,http://www.credr.com/
2610,2015-09-11,Renomania,Unknown,Home Design & Décor platform,New Delhi,subodh gupta,Seed Funding,2000000.0,http://www.renomania.com
2612,2015-09-11,Envoged,Unknown,pre-used luxury item Marketplace,Mumbai,"ankush nijhawan, manish dhingra, gaurav bhatnagar",Seed Funding,2000000.0,
2613,2015-09-11,FitMeIn,Unknown,Gym & Fitness Studios Subscription platform,New Delhi,green house ventures,Seed Funding,100000.0,http://fitmein.in/index.html
2614,2015-09-10,The/Nudge Foundation,Unknown,Non Profit Organization to alleviate poverty,Bangalore,"nanadan nilekani, inmobi, paytm",Seed Funding,315000.0,http://www.thenudge.org/
2615,2015-09-10,IndustryBuying,Unknown,Industrial Tools Marketplace,New Delhi,"kalaari capital, saif partners, beenextan investment fund",Private Equity,9200000.0,http://www.industrybuying.com/
2616,2015-09-10,OnlineTyari,Unknown,Multilingual Test Preparation Platform,Gurgaon,"500 startups, tv mohandas pai, tandem capital, vikram chachra, aloke bajpai",Private Equity,770000.0,https://onlinetyari.com/
2617,2015-09-08,MockBank,Unknown,Government Test Preparation platform,Bangalore,blume ventures,Seed Funding,400000.0,http://www.mockbank.com/
2618,2015-09-08,ReportBee,Unknown,Smart Report Cards for Schools,Chennai,india educational investment fund,Seed Funding,2000000.0,https://www.reportbee.com/
2619,2015-09-08,GuruG Learning,Unknown,Teacher empowerment platform,Bangalore,india educational investment fund,Seed Funding,2000000.0,http://www.guruglearning.com/
2620,2015-09-07,Sahayog Dairy,Unknown,Dairy Based Product Manufacturer,Bhopal,acumen fund,Private Equity,1800000.0,http://www.sahayogdairy.com/
2621,2015-09-07,Zomato,Unknown,Restaurant Ratings & Reviews platform,Gurgaon,"temasek, vy capital",Private Equity,60000000.0,
2622,2015-09-07,Prozo,Unknown,Study Material Marketplace,New Delhi,"nalin jain, shomil pant, dinesh kundu & others",Seed Funding,205000.0,http://www.prozo.com/
2623,2015-09-07,YouthKiAwaaz,Unknown,Community Driven News/Views Platform,New Delhi,"raghav bahl, ritu kapur",Seed Funding,600000.0,http://www.youthkiawaaz.com/
2624,2015-09-04,RoomCentral,Unknown,Cloud-based Hotel Booking Platform,Bangalore,karanpal singh,Seed Funding,2000000.0,http://www.roomcentral.com/
2625,2015-09-04,Blubox,Unknown,ECommerce Brands’ Full Service Agency,Mumbai,ashish jhalani,Seed Funding,100000.0,http://www.blubox.in/
2626,2015-09-04,Clapsnslaps,Unknown,Online Movie Review Platform,Mumbai,r m picture company pvt. ltd.,Seed Funding,150000.0,
2627,2015-09-03,MeraDoctor,Unknown,Doctor consultancy Mobile App,Mumbai,india quotient & other investors,Seed Funding,2000000.0,
2628,2015-09-03,Jobspire,Unknown,Job Search Platform,Bangalore,purvi capital,Seed Funding,260000.0,
2629,2015-09-03,Vistaar Finance,Unknown,Small Business Financing (NBFC),Bangalore,"westbridge capital, omidyar network, elevar equity, saama capital,  lok capital",Private Equity,40000000.0,http://www.vistaarfinance.com/
2630,2015-09-03,HiJinny,Unknown,Beauty & Wellness Services Marketplace,Mumbai,cmyk health boutique pvt ltd & other individual investors,Seed Funding,2000000.0,
2631,2015-09-02,HolaChef,Unknown,Food Delivery Platform,Mumbai,ratan tata,Private Equity,2000000.0,
2632,2015-09-02,Capillary Tech,Unknown,Cloud software solutions,New Delhi,"warburg pincus, sequoia capital, norwest venture partners",Private Equity,45000000.0,http://capillarytech.com/
2633,2015-09-02,Zivame,Unknown,Online Lingerie Marketplace,Bangalore,"zodius technology fund, khazanah nasional berhad",Private Equity,40000000.0,http://www.zivame.com/
2634,2015-09-01,Luxuryhues,Unknown,Luxury goods  Shopping Platform,Gurgaon,reliance capital,Private Equity,900000.0,http://luxuryhues.com/
2635,2015-09-01,Stylecracker,Unknown,Personalized Styling platform,Mumbai,group of hni investors,Private Equity,1000000.0,http://www.stylecracker.com/
2636,2015-09-01,FXMartIndia,Unknown,Payment Services platform,Chandigarh,flipkart,Private Equity,2000000.0,
2637,2015-09-01,TOFlo,Unknown,FinTech Startup Incubation platform,Mumbai,tania johny palathinkal,Seed Funding,100000.0,http://toflo.in/
2638,2015-08-31,DropKaffe,Unknown,Online Coffee Delivery platform,Bangalore,"manish singhal, p39 capital & others",Seed Funding,300000.0,http://dropkaffe.com/
2639,2015-08-31,Reverie,Unknown,Language Localization Cloud platform,Bangalore,"aspada investment advisors, qualcomm ventures",Private Equity,4000000.0,
2640,2015-08-31,Infinite Analytics,Unknown,Big Data & predictive Analysis Platform,Mumbai,"ratan tata, nikhil vora & others",Private Equity,2000000.0,http://www.infiniteanalytics.com/
2641,2015-08-29,iamwire,Unknown,Digital Media publishing platform,Gurgaon,"li tao, li jian, draphant consultants, nitin garg, saurabh jain, mohit agarwal",Seed Funding,2000000.0,http://www.iamwire.com/
2642,2015-08-28,RollMafia,Unknown,QSR Restaurant Chain,Pune,equentia natural resources,Seed Funding,160000.0,http://rollmafia.in/
2643,2015-08-28,Vyomo,Unknown,Beauty & Lifestyle Mobile Marketplace,Bangalore,rocket internet,Private Equity,2000000.0,
2644,2015-08-28,BetterButter.in,Unknown,online recipe sharing platform,New Delhi,"growx ventures, manish singhal",Seed Funding,2000000.0,http://www.betterbutter.in/
2645,2015-08-27,Eazy Coach,Unknown,Education Marketplace,Kolkata,ravi agarwal,Seed Funding,2000000.0,http://signup.eazycoach.com/
2646,2015-08-27,InstaSafe,Unknown,Private Cloud Networks SAAS platform,Bangalore,group of investors,Seed Funding,2000000.0,http://www.instasafe.com/
2647,2015-08-27,Djubo.com,Unknown,Cloud Based Hotel Sales Platform,New Delhi,ibibo group,Private Equity,2000000.0,http://www.djubo.com/
2648,2015-08-26,PickMyLaundry,Unknown,on-Demand Washing & Dry-Cleaning,New Delhi,ghv accelerator,Seed Funding,100000.0,http://www.pickmylaundry.in/
2650,2015-08-26,Belita,Unknown,On-Demand Beauty Service,Mumbai,"india quotient, letsventure investors, lead angels",Seed Funding,400000.0,http://www.belitaindia.com/
2651,2015-08-26,EzySolare,Unknown,solar products and services marketplace,Ahmedabad,infuse ventures,Seed Funding,2000000.0,http://www.ezysolare.com
2652,2015-08-25,EazyDiner,Unknown,Restaurant Reservation Platform,Gurgaon,"dsg consumer partners, saama capital",Private Equity,3000000.0,https://www.eazydiner.com/
2653,2015-08-25,RevX,Unknown,Cross-channel CRM platform,Mumbai,"norwest venture partners, nexus venture partners, helion venture partners, draper fisher jurvetson, peepul capital",Private Equity,4000000.0,http://revx.io/
2655,2015-08-25,Qyk App,Unknown,On-Demand App based Professional service provider,Bangalore,"growx ventures, tracxn labs, powai lake ventures, and sahil barua",Private Equity,1000000.0,
2656,2015-08-24,iZofy,Unknown,Scientific Horoscope Online Assistance platform,Kolkata,prime capital markets ltd,Seed Funding,2000000.0,
2657,2015-08-24,Jolly Food Fellow,Unknown,Food Customer analytics platform,Ahmedabad,the 1947,Seed Funding,300000.0,http://www.jollyfoodfellow.com/
2658,2015-08-24,BookMeIn,Unknown,Professional Service Appointment booking service,Mumbai,ajmera group of companies,Seed Funding,400000.0,https://bookmein.in/
2659,2015-08-24,rBus,Unknown,Tech enabled AC bus service,Mumbai,"india quotient, anupam mittal & others",Seed Funding,2000000.0,
2660,2015-08-21,ePoise,Unknown,Job Search Platform,Bangalore,"orios venture partners, amit ranjan & others",Seed Funding,500000.0,http://www.epoise.com/
2662,2015-08-20,Flatpebble,Unknown,Online marketplace for Photographers,Hyderabad,indian angel network,Seed Funding,600000.0,http://www.flatpebble.com/
2663,2015-08-20,Bluegape.com,Unknown,Visual Blogging platform,New Delhi,"ah! ventures, times internet, rudy gopalakrishnan",Seed Funding,600000.0,
2664,2015-08-19,MebelKart,Unknown,Online Furniture Marketplace,Bangalore,askme,Private Equity,20000000.0,
2665,2015-08-19,TimeSaverz,Unknown,"Hyperlocal Maintenance, Repair & Cleaning services",Mumbai,unilazer ventures,Private Equity,2400000.0,https://www.timesaverz.com/
2666,2015-08-19,Fashionove,Unknown,Fashion Search & Review Platform,Kolkata,umesh yadav,Seed Funding,2000000.0,
2667,2015-08-19,Envoged,Unknown,pre-owned Luxury online apparel seller,Mumbai,"manish dhingra, ankush nijhawa, gaurav bhatnagar",Seed Funding,2000000.0,
2668,2015-08-18,Roposo,Unknown,Fashion Discovery platform,Gurgaon,tiger global,Private Equity,15000000.0,http://www.roposo.com
2669,2015-08-18,Zoojoo.be,Unknown,Corporate Wellness App,Bangalore,roundglass partners,Private Equity,1000000.0,http://www.zoojoo.be/
2670,2015-08-18,IDfy,Unknown,Online Identity Verification Services platform,Mumbai,"nea, blume ventures & others",Private Equity,2000000.0,https://www.idfy.com/
2671,2015-08-18,Twyst,Unknown,Location based engagement & rewards platform,Gurgaon,"rohit bhatia, sunil nikhar, vaibhav domkundwar, siddharth nautiyal",Seed Funding,2000000.0,
2672,2015-08-18,HyperVerge,Unknown,Deep Learning Cloud Algorithms,Chennai,"nea, milliways ventures, naya ventures",Seed Funding,1000000.0,http://hyperverge.co/
2673,2015-08-18,IntelligenceNODE,Unknown,Data Analytics Platform,Mumbai,"new enterprise associates, orios venture partners",Private Equity,4200000.0,http://www.intelligencenode.com/
2674,2015-08-17,ShadowFax,Unknown,on-demand delivery service,Gurgaon,"kunal bahl, rohit bansal, zishaan hayath, prashant malik",Seed Funding,310000.0,http://shadowfax.in/
2675,2015-08-17,YourStory,Unknown,Startup Focused Online Publisher,Mumbai,"ratan tata, vani kola, t v mohandas pai, karthee madasamay",Seed Funding,2000000.0,http://www.YourStory.com
2676,2015-08-17,Gadgets 360,Unknown,Car & Bike ecommerce platform,New Delhi,one97 communications,Private Equity,2000000.0,http://gadgets.ndtv.com/
2677,2015-08-17,Orobind,Unknown,App based Fitness coaching,Bangalore,existing & new investors,Private Equity,2000000.0,
2678,2015-08-17,MSM Box,Unknown,Beauty & Lifestyle platform,New Delhi,rohit goel,Seed Funding,2000000.0,http://msmbox.com/
2679,2015-08-17,Fixy,Unknown,On demand cleaning & fixing services,Mumbai,venturenursery,Seed Funding,2000000.0,
2680,2015-08-17,Sampurnearth,Unknown,Waste Management Solutions,Mumbai,"intellecap impact investment network, family office fund",Seed Funding,160000.0,http://www.sampurnearth.com/
2681,2015-08-17,Edu4Share,Unknown,Exam Preparation Platform,New Delhi,nalin jain & other angel investors,Seed Funding,220000.0,http://www.edu4share.com/
2683,2015-08-14,Trukky,Unknown,Logistics service platform,Ahmedabad,"gujarat based angel investors, mmy co-founder",Seed Funding,245000.0,http://Trukky.com
2684,2015-08-14,VoxWeb,Unknown,Picture based Social App,Mumbai,jitendra gupta & others,Seed Funding,100000.0,http://www.voxweb.rocks/
2685,2015-08-13,Massblurb,Unknown,Digital Marketing automation solution,Mumbai,"letsventure, mumbai angels",Seed Funding,2000000.0,http://www.massblurb.com/
2686,2015-08-13,betaout,Unknown,Ecommerce Marketing Software Platform,Noida,"amit ranjan, vijay shekhar sharma, kunal bahl, girish mathrubootham &  group of other angel investors",Seed Funding,500000.0,http://www.betaout.com/
2687,2015-08-13,IFMR Holdings,Unknown,Financial Inclusion platform,Chennai,"accion, leapfrog investments, lok capital",Private Equity,25000000.0,http://www.ifmr.co.in/
